student_id,name,program,semester,attendance,study_hours,assignment_score,internal_marks,previous_score,backlogs,participation,final_score,risk_level
304,Student_304,ECE,4,72.6,3.1,65.1,60.9,50.0,3,6.6,59.4,Medium
305,Student_305,ECE,4,75.5,2.2,83.6,82.5,47.8,0,4.6,75.9,Low
306,Student_306,ECE,3,70.7,1.1,70.3,81.3,54.6,2,5.1,67.9,Medium
307,Student_307,AIML,3,72.0,3.1,93.8,86.8,54.4,0,8.2,96.6,Low
308,Student_308,ECE,3,89.2,1.3,84.0,77.2,51.6,1,7.6,81.2,Low
309,Student_309,CSE,1,82.3,1.6,85.6,84.4,67.2,0,6.4,85.9,Low
310,Student_310,CSE,3,60.1,3.3,78.5,62.6,75.0,1,6.5,77.2,Low
311,Student_311,AI,2,80.5,3.0,70.3,79.6,64.8,1,3.3,78.4,Low
312,Student_312,CSE,2,77.0,5.7,88.8,79.3,58.3,0,7.1,94.5,Low
313,Student_313,AIML,3,69.4,2.5,60.1,56.4,69.2,1,5.1,77.2,Low
314,Student_314,ECE,1,89.0,4.1,77.9,48.4,72.5,0,8.2,92.1,Low
315,Student_315,CSE,3,69.6,3.6,80.9,65.1,82.9,0,10.0,95.6,Low
316,Student_316,CSE,3,75.0,5.0,80.3,98.0,61.0,0,5.3,98.0,Low
317,Student_317,CSE,3,99.9,2.4,64.9,80.0,65.4,0,6.4,83.9,Low
318,Student_318,AI,2,78.0,4.6,71.8,71.5,65.5,0,4.0,89.4,Low
319,Student_319,ECE,1,74.9,3.1,82.3,72.8,76.8,0,8.4,85.6,Low
320,Student_320,AI,3,65.7,3.6,50.4,38.0,76.4,0,7.5,75.3,Low
321,Student_321,CSE,4,84.0,3.1,70.4,72.6,71.0,2,2.1,79.4,Low
322,Student_322,AI,1,54.5,1.5,72.2,73.8,80.2,1,7.3,78.7,Low
323,Student_323,ECE,4,100.0,1.9,78.2,55.0,76.7,0,4.7,83.5,Low
324,Student_324,AIML,4,97.2,3.1,77.5,57.1,66.5,0,10.0,91.7,Low
325,Student_325,ECE,2,62.8,2.7,85.3,97.2,51.0,0,2.7,87.1,Low
326,Student_326,AI,3,89.6,3.5,55.1,82.2,67.1,1,4.5,81.5,Low
327,Student_327,AIML,1,67.8,3.9,60.4,62.3,58.1,0,7.8,77.7,Low
328,Student_328,AI,4,79.9,0.5,75.4,67.4,60.8,0,9.4,83.7,Low
329,Student_329,AIML,1,81.1,6.0,76.8,73.4,69.4,0,8.9,96.6,Low
330,Student_330,AI,2,93.7,4.0,68.1,66.7,82.3,0,9.0,92.1,Low
331,Student_331,CSE,3,77.5,3.6,83.0,36.5,62.7,0,6.9,76.4,Low
332,Student_332,AI,2,92.8,2.0,63.0,50.4,52.3,0,5.3,60.8,Medium
333,Student_333,AI,4,87.9,5.3,80.5,52.1,67.6,1,6.5,86.8,Low
334,Student_334,CSE,4,94.6,5.5,77.4,78.5,77.5,0,7.3,96.7,Low
335,Student_335,AIML,4,93.4,4.5,66.2,61.3,73.6,2,7.4,85.1,Low
336,Student_336,ECE,4,93.9,4.6,76.0,94.1,83.3,0,10.0,98.0,Low
337,Student_337,ECE,1,68.7,2.6,57.8,57.0,65.6,2,3.7,55.8,Medium
338,Student_338,AI,2,78.3,3.8,65.8,84.2,64.9,1,5.2,86.9,Low
339,Student_339,CSE,3,66.0,4.7,74.2,75.7,55.9,0,4.7,78.1,Low
340,Student_340,AI,2,85.7,1.4,80.0,82.6,76.4,1,5.1,85.7,Low
341,Student_341,CSE,2,80.9,2.7,58.9,40.5,74.2,0,3.4,64.7,Medium
342,Student_342,AI,2,90.8,4.4,68.2,61.4,77.7,0,8.0,94.5,Low
343,Student_343,AI,4,66.8,3.2,71.5,66.1,74.0,0,9.4,79.2,Low
344,Student_344,AIML,4,85.6,5.4,80.2,83.0,94.2,1,7.0,98.0,Low
345,Student_345,ECE,1,79.6,3.5,67.4,89.9,60.2,0,9.6,95.0,Low
346,Student_346,CSE,3,79.8,3.2,79.3,47.4,71.7,3,7.8,75.5,Low
347,Student_347,ECE,4,71.5,3.7,97.4,60.9,57.3,2,9.5,80.5,Low
348,Student_348,AI,2,64.0,5.1,86.0,49.6,80.4,0,9.0,98.0,Low
349,Student_349,ECE,2,84.2,2.3,97.8,60.6,66.0,0,7.2,89.1,Low
350,Student_350,AIML,1,92.6,4.7,78.5,54.3,100.0,0,7.0,91.3,Low
351,Student_351,CSE,2,82.2,3.2,94.8,90.0,64.4,0,6.2,90.5,Low
352,Student_352,ECE,2,76.4,4.8,75.4,72.6,79.6,0,7.8,90.1,Low
353,Student_353,AI,1,87.8,2.6,75.3,79.5,69.6,1,7.4,84.8,Low
354,Student_354,CSE,3,72.7,4.0,76.0,58.7,67.9,0,6.1,75.0,Low
355,Student_355,ECE,4,72.6,3.1,68.7,64.6,69.3,0,7.5,79.0,Low
356,Student_356,AI,4,89.6,2.1,62.1,62.7,63.0,0,5.6,78.3,Low
357,Student_357,ECE,4,84.5,2.7,66.6,55.0,69.6,0,4.8,84.5,Low
358,Student_358,ECE,4,81.1,3.8,58.2,51.7,70.2,1,6.3,66.4,Medium
359,Student_359,AIML,1,77.1,2.3,83.9,60.3,68.6,0,5.2,83.2,Low
360,Student_360,AI,4,96.1,5.1,80.9,62.2,79.7,0,5.9,98.0,Low
361,Student_361,ECE,3,77.5,1.5,71.3,91.9,85.0,0,6.4,87.9,Low
362,Student_362,AI,1,89.6,2.8,46.5,61.1,74.1,0,10.0,91.1,Low
363,Student_363,CSE,1,100.0,3.3,75.8,46.8,87.7,0,4.2,79.7,Low
364,Student_364,ECE,1,81.2,2.2,62.7,74.2,64.8,0,4.3,79.3,Low
365,Student_365,CSE,4,91.4,2.8,62.7,64.8,84.2,1,6.9,85.7,Low
366,Student_366,AIML,3,67.2,2.5,63.2,63.0,76.5,0,7.6,85.6,Low
367,Student_367,CSE,4,71.0,4.1,44.9,59.8,69.6,2,4.7,64.2,Medium
368,Student_368,AIML,1,69.9,3.4,83.6,90.3,67.5,0,1.0,82.5,Low
369,Student_369,AIML,3,72.2,5.4,67.0,73.4,71.7,0,2.2,85.5,Low
370,Student_370,AIML,3,87.8,2.6,72.0,68.8,63.9,0,5.9,84.3,Low
371,Student_371,ECE,1,77.5,2.9,64.6,72.6,51.8,0,8.0,86.3,Low
372,Student_372,CSE,3,72.6,5.5,64.0,72.6,64.6,0,7.9,98.0,Low
373,Student_373,AIML,4,76.1,4.4,73.3,86.1,61.4,0,8.0,94.6,Low
374,Student_374,ECE,4,80.2,4.5,53.0,51.6,83.8,1,4.7,82.0,Low
375,Student_375,AI,4,87.6,5.6,64.1,64.8,50.3,0,5.7,82.5,Low
376,Student_376,AI,3,65.3,2.0,75.9,67.2,75.8,0,6.1,71.5,Low
377,Student_377,ECE,3,91.3,4.6,78.1,89.3,58.6,0,10.0,97.9,Low
378,Student_378,AI,4,84.5,2.0,84.0,61.0,64.1,0,8.9,82.9,Low
379,Student_379,AI,4,81.9,2.7,48.3,71.8,47.1,0,6.4,67.8,Medium
380,Student_380,AIML,1,75.4,3.7,58.9,64.1,78.6,1,7.6,81.5,Low
381,Student_381,CSE,3,80.9,5.3,81.5,72.0,50.1,0,4.6,89.4,Low
382,Student_382,AIML,4,83.6,3.7,60.1,53.6,68.8,3,9.5,75.2,Low
383,Student_383,AI,2,78.8,3.2,59.6,69.1,73.1,0,4.0,79.7,Low
384,Student_384,ECE,2,83.0,2.9,70.1,69.8,66.4,0,7.6,78.3,Low
385,Student_385,ECE,4,83.3,1.3,86.1,61.4,68.9,0,9.2,90.0,Low
386,Student_386,AIML,1,72.3,2.0,63.7,67.0,59.8,0,5.6,76.9,Low
387,Student_387,AI,2,91.2,2.9,66.7,84.2,47.6,2,5.7,77.2,Low
388,Student_388,CSE,3,99.5,3.5,65.3,51.9,66.3,1,6.6,81.6,Low
389,Student_389,AI,4,74.2,3.7,59.5,65.1,77.3,1,6.8,78.6,Low
390,Student_390,AI,2,71.1,0.5,86.9,73.6,75.1,0,3.8,74.6,Low
391,Student_391,AI,4,74.8,2.4,94.6,56.0,63.3,0,6.9,80.0,Low
392,Student_392,AI,2,74.2,1.8,68.2,70.1,82.2,0,10.0,86.2,Low
393,Student_393,AIML,3,80.5,4.5,55.5,91.8,72.4,1,9.8,98.0,Low
394,Student_394,ECE,4,72.5,3.1,75.6,70.1,85.1,1,2.6,74.0,Low
395,Student_395,AIML,4,76.0,3.9,71.3,85.1,46.6,0,6.8,83.9,Low
396,Student_396,CSE,4,77.1,5.6,63.0,86.3,55.9,1,6.2,89.2,Low
397,Student_397,CSE,4,70.2,4.7,93.4,83.0,61.2,2,7.2,88.8,Low
398,Student_398,CSE,2,65.3,2.5,58.6,36.5,85.1,0,5.9,65.0,Medium
399,Student_399,AI,3,82.3,3.9,69.5,57.4,82.6,0,9.8,88.4,Low
400,Student_400,AIML,3,72.4,2.7,70.6,69.2,63.8,0,6.6,78.2,Low
401,Student_401,ECE,1,77.0,3.4,49.5,88.9,70.5,0,7.4,81.4,Low
402,Student_402,ECE,3,88.3,3.2,82.1,59.2,70.8,0,7.4,89.8,Low
403,Student_403,AIML,2,70.2,2.5,70.6,55.4,80.1,0,5.8,81.9,Low
404,Student_404,AIML,4,69.5,3.5,63.5,40.9,61.9,0,4.0,69.9,Medium
405,Student_405,ECE,3,92.6,3.9,64.1,74.4,64.5,0,5.1,95.2,Low
406,Student_406,AIML,4,68.5,5.7,60.8,75.4,56.3,0,4.5,79.4,Low
407,Student_407,ECE,2,61.9,2.8,84.7,75.2,81.7,0,7.5,90.7,Low
408,Student_408,CSE,4,70.3,5.5,57.2,62.7,67.5,3,8.3,83.3,Low
409,Student_409,CSE,4,73.5,4.5,100.0,59.4,51.6,0,2.7,87.9,Low
410,Student_410,AI,3,80.3,4.8,79.1,88.6,73.5,0,4.6,91.7,Low
411,Student_411,AIML,4,69.5,4.7,83.7,74.3,84.2,0,4.1,98.0,Low
412,Student_412,AIML,2,88.1,1.1,95.8,80.9,60.8,0,4.4,88.6,Low
413,Student_413,AIML,1,93.1,4.5,75.7,54.2,59.8,0,9.0,87.5,Low
414,Student_414,CSE,3,83.9,3.1,71.7,65.4,66.1,0,4.4,90.7,Low
415,Student_415,AI,4,63.9,3.8,85.1,50.4,72.2,0,8.4,79.6,Low
416,Student_416,AI,4,78.0,3.8,61.6,76.8,67.1,0,7.4,82.6,Low
417,Student_417,AI,2,80.5,0.9,79.8,72.2,77.7,1,8.6,81.0,Low
418,Student_418,AIML,2,80.8,4.4,57.2,85.0,90.8,0,4.7,98.0,Low
419,Student_419,AI,4,85.3,6.2,60.6,62.7,72.8,0,7.8,98.0,Low
420,Student_420,ECE,3,70.8,3.0,75.6,49.8,60.9,0,8.8,79.0,Low
421,Student_421,AIML,1,78.9,4.3,60.8,68.4,44.2,0,8.3,73.9,Low
422,Student_422,ECE,4,71.5,3.1,64.0,67.6,73.3,0,9.1,86.0,Low
423,Student_423,ECE,4,64.7,2.0,93.8,54.8,56.2,0,8.8,73.8,Low
424,Student_424,AI,1,81.6,5.9,81.1,82.5,79.8,2,10.0,97.2,Low
425,Student_425,CSE,3,65.0,4.1,99.1,53.8,65.7,0,7.3,98.0,Low
426,Student_426,CSE,1,70.9,2.3,73.1,84.5,97.3,0,8.7,96.3,Low
427,Student_427,AIML,1,78.0,2.7,57.8,79.7,81.0,2,3.4,76.2,Low
428,Student_428,AI,4,92.2,2.4,89.8,60.7,96.0,0,7.5,98.0,Low
429,Student_429,CSE,3,85.8,3.2,58.7,85.2,58.4,1,9.8,73.3,Low
430,Student_430,AI,1,65.0,3.8,59.3,66.8,74.1,0,6.7,70.5,Low
431,Student_431,ECE,1,83.0,2.1,57.0,44.4,48.5,1,3.8,70.7,Low
432,Student_432,ECE,3,69.4,3.7,78.6,100.0,63.5,0,3.1,83.6,Low
433,Student_433,ECE,4,74.9,2.1,78.6,57.8,96.0,2,8.9,71.4,Low
434,Student_434,CSE,2,88.1,3.8,90.1,69.7,60.5,2,3.3,75.1,Low
435,Student_435,AIML,2,77.2,3.4,97.6,48.6,76.1,1,9.5,85.7,Low
436,Student_436,CSE,2,68.9,5.0,77.6,58.1,80.8,2,7.4,69.2,Medium
437,Student_437,AI,4,85.5,3.7,69.1,96.7,61.9,0,5.7,85.2,Low
438,Student_438,CSE,4,94.8,3.7,64.3,64.7,79.7,0,5.3,87.4,Low
439,Student_439,CSE,2,82.7,4.1,48.9,82.9,73.0,1,9.3,92.9,Low
440,Student_440,AIML,3,84.3,1.4,94.7,68.7,76.9,0,7.6,82.3,Low
441,Student_441,AIML,3,63.8,3.9,73.9,59.4,71.7,0,9.7,82.2,Low
442,Student_442,AI,4,80.6,1.8,69.3,60.8,63.4,0,6.2,73.7,Low
443,Student_443,ECE,2,45.8,6.4,86.2,62.7,70.2,0,4.2,85.9,Low
444,Student_444,AI,4,69.9,4.9,74.3,75.7,70.8,0,6.9,83.8,Low
445,Student_445,ECE,3,73.5,3.7,66.1,64.9,68.9,0,6.3,73.9,Low
446,Student_446,AIML,3,79.3,3.9,73.7,63.3,57.9,0,8.8,92.3,Low
447,Student_447,AIML,3,74.7,0.5,67.3,67.1,57.9,0,5.5,71.2,Low
448,Student_448,CSE,4,83.6,2.2,86.7,48.5,63.2,0,7.5,77.5,Low
449,Student_449,AIML,1,83.6,6.2,82.6,67.3,67.8,0,5.8,97.3,Low
450,Student_450,CSE,4,74.2,2.8,79.7,46.6,49.6,3,7.5,60.4,Medium
451,Student_451,ECE,3,91.4,2.3,94.3,43.5,75.2,1,7.5,82.2,Low
452,Student_452,ECE,1,74.0,3.1,58.1,37.1,83.2,0,4.6,81.0,Low
453,Student_453,AIML,3,71.6,1.9,69.4,97.0,48.0,0,4.4,72.9,Low
454,Student_454,AI,1,80.9,7.1,54.3,48.4,74.1,1,6.4,82.9,Low
455,Student_455,AIML,3,81.6,5.5,83.4,52.9,86.5,1,7.1,89.6,Low
456,Student_456,CSE,3,100.0,2.9,64.0,93.3,52.3,0,2.8,85.0,Low
457,Student_457,CSE,2,85.0,3.7,70.5,49.8,72.8,0,5.0,83.8,Low
458,Student_458,ECE,2,50.4,3.4,72.6,81.1,72.2,0,5.9,89.0,Low
459,Student_459,AI,1,81.5,3.8,55.5,72.0,60.0,0,5.2,82.9,Low
460,Student_460,ECE,4,57.8,1.3,96.2,57.8,72.4,0,6.6,71.4,Low
461,Student_461,AI,3,70.3,2.2,88.1,62.5,82.8,2,7.7,78.1,Low
462,Student_462,CSE,1,89.0,6.2,81.8,74.7,72.4,3,4.6,91.0,Low
463,Student_463,ECE,3,81.7,3.2,61.3,57.9,94.6,0,6.5,89.8,Low
464,Student_464,AIML,2,86.6,2.4,50.0,75.8,72.3,0,7.9,86.9,Low
465,Student_465,CSE,2,67.2,3.1,87.5,80.5,53.5,0,7.2,81.8,Low
466,Student_466,ECE,3,58.4,5.3,81.9,61.0,53.0,0,7.7,80.2,Low
467,Student_467,CSE,3,75.4,4.5,77.5,71.7,65.9,2,7.2,74.4,Low
468,Student_468,AIML,3,65.3,3.5,62.5,63.9,64.6,0,7.0,79.4,Low
469,Student_469,ECE,1,86.6,2.9,77.3,75.7,75.3,2,4.8,74.8,Low
470,Student_470,AIML,1,91.5,6.6,72.1,53.4,70.3,0,7.2,95.3,Low
471,Student_471,CSE,2,91.1,1.7,81.5,76.3,68.3,1,7.2,85.9,Low
472,Student_472,AIML,3,70.1,4.7,87.0,75.7,65.6,0,6.6,90.4,Low
473,Student_473,AI,4,91.1,3.4,57.4,62.5,72.1,0,9.0,86.7,Low
474,Student_474,AI,3,97.9,2.3,100.0,73.3,74.5,1,8.9,98.0,Low
475,Student_475,AI,4,87.6,3.1,64.6,72.7,81.2,0,6.1,88.2,Low
476,Student_476,ECE,3,80.1,1.6,82.3,82.0,61.2,0,7.3,85.2,Low
477,Student_477,AIML,3,62.2,1.7,75.7,38.1,82.2,0,6.2,66.1,Medium
478,Student_478,AI,2,78.3,3.8,64.7,46.3,91.0,0,5.3,85.1,Low
479,Student_479,AIML,1,83.5,5.0,56.4,35.6,80.3,0,4.8,83.5,Low
480,Student_480,ECE,2,59.6,3.5,72.3,64.8,77.4,0,5.8,74.5,Low
481,Student_481,AI,4,70.1,4.2,76.2,70.4,58.1,0,6.1,77.5,Low
482,Student_482,ECE,4,61.6,5.5,82.5,66.5,64.6,1,5.1,72.6,Low
483,Student_483,AI,2,79.1,6.4,75.6,67.7,73.9,1,6.5,92.4,Low
484,Student_484,AI,1,60.1,3.9,64.7,48.1,63.8,1,8.5,69.8,Medium
485,Student_485,ECE,4,69.4,2.4,49.0,74.6,48.0,2,4.0,61.3,Medium
486,Student_486,AI,1,88.1,2.5,67.9,53.2,57.3,0,7.4,74.8,Low
487,Student_487,CSE,2,81.5,2.3,74.4,86.2,77.0,0,5.7,96.5,Low
488,Student_488,AIML,4,78.8,2.6,60.4,56.1,52.4,0,4.1,70.9,Low
489,Student_489,ECE,4,68.2,4.2,72.5,40.4,77.9,1,8.1,78.3,Low
490,Student_490,CSE,4,64.8,3.2,62.4,61.0,68.9,0,5.7,75.6,Low
491,Student_491,AI,4,73.6,1.8,66.8,71.8,69.5,1,6.9,81.8,Low
492,Student_492,AIML,3,61.8,3.0,67.7,71.9,80.3,1,6.1,75.7,Low
493,Student_493,AI,3,89.4,1.5,59.4,62.4,84.9,0,7.3,80.8,Low
494,Student_494,CSE,4,74.3,2.4,58.7,84.6,90.1,1,8.7,83.9,Low
495,Student_495,AIML,2,76.4,1.5,65.2,74.9,85.6,0,4.3,75.2,Low
496,Student_496,ECE,1,90.6,3.7,64.5,59.5,53.4,0,5.6,75.6,Low
497,Student_497,ECE,3,77.9,3.2,67.2,57.8,73.8,2,9.8,85.1,Low
498,Student_498,AI,4,100.0,2.8,66.4,64.6,77.1,0,5.0,92.0,Low
499,Student_499,ECE,2,88.5,3.8,52.1,65.3,73.6,0,6.9,86.0,Low
500,Student_500,AI,4,76.9,2.7,34.3,77.8,67.0,0,7.9,80.7,Low
